rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
4,low_confidence,EXP-12.1,Analisis Suelo y forraje,COMPRAS,asesorias informaticas,Asesorías Informáticas,"Servicio de Asesorías Informáticas - Abril 2025 Total HH: 50 Valor HH: $1,1 UF Monto a Facturar: $55 UF + IVA Tipo de Cambio UF $38.899,12 del día 01-04-2025",SERVICIOS Y SOLUCIONES LINKEDTIC SPA,0.1474
4,low_confidence,EXP-12.2,Analisis Animales,COMPRAS,servicios externos computacionales,SERVICIOS EXTERNOS COMPUTACIONALES,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.4045
4,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,esteron ten ten anasac 9 46lt,"ESTERON TEN TEN -ANASAC_9,46LT___","ANASAC_9,46LT___",FEROSOR AGRICOLA S.A.,0.4199
4,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,torn volc crs zbr 6x 1 5 8 200,TORN VOLC CRS ZBR 6X 1 5/8 200,,SODIMAC S.A.,0.3879
4,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tt18 terciado liso pino 18mm estructural ofe 1 20 x 2 40,TT18-TERCIADO LISO PINO 18MM ESTRUCTURAL OFE 1.20 X 2.40 -@,TT18-TERCIADO LISO PINO 18MM ESTRUCTURAL OFE 1.20 X 2.40 -@,DORIS IVONNE CASTILLO KANTER,0.331
4,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,maxxifardos trigo,Maxxifardos Trigo,,SERVICIOS AGRICOLAS MECANIZADOS SPA,0.1687
4,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,movimiento de tierra,MOVIMIENTO DE TIERRA,,SOC COMERCIAL NAHUM CORREA LTDA,0.1029
4,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,g1 golilla plana 1 2,G1 GOLILLA PLANA 1 2 -@,G1 GOLILLA PLANA 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.1586
4,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,galleta choc,GALLETA CHOC,UN 0003@@Lleve N x $#D#137,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.1496
4,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,galletas don,GALLETAS DON,UN 0003,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.177
4,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,nectar naran,NECTAR NARAN,UN 0000@@Lleve N x $#D#244,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.2217
4,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,nectar pina,NECTAR PINA,UN 0000@@Lleve N x $#D#244,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.2392
4,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,mantencion extintor co2,MANTENCION EXTINTOR CO2,,EXTINT0RES ALFA VALDIVIA SPA,0.349
4,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,traslado terneras,TRASLADO TERNERAS,DESDE MAITEN A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,0.1683
4,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,botin norseg ns586 pro cafe 40,BOTIN NORSEG NS586 PRO CAFÉ 40,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,0.7148
4,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,fu tuberia fusion 20mm o ppr,FU-TUBERIA FUSION 20MM O PPR -@,FU-TUBERIA FUSION 20MM O PPR -@,DORIS IVONNE CASTILLO KANTER,0.2601
4,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,tauto fina 2 tornillo autoperf fina caja 100 un,TAUTO-FINA 2 TORNILLO AUTOPERF FINA CAJA 100 UN -@,TAUTO-FINA 2 TORNILLO AUTOPERF FINA CAJA 100 UN -@,DORIS IVONNE CASTILLO KANTER,0.1705
4,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,fertilizacion,FERTILIZACION,,AGRÍCOLA J-S-E LIMITADA,0.501
4,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,semilla ballica dairy prime des x 25 kg,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.4815
4,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,semilla ballica tama cte x 25 kg,SEMILLA BALLICA TAMA CTE X 25 KG,SEMILLA BALLICA TAMA CTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.5248
4,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,k12 terminal so he 1 2,K12-TERMINAL SO-HE 1 2 -@,K12-TERMINAL SO-HE 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.1916
4,weak_class,EXP-10.2,Diping,COMPRAS,vacas prenadas,vacas preñadas,,AGRICOLA Y GANADERA EMERALD LIMITADA,0.6724
4,weak_class,EXP-10.4,Otros Gastos Lecheria,COMPRAS,juego pezoneras monoblock,JUEGO PEZONERAS MONOBLOCK,,GEA Farm Technologies Osorno Ltda.,0.4822
4,weak_class,EXP-10.4,Otros Gastos Lecheria,COMPRAS,tri pfan 60 lts,TRI-PFAN 60 LTS.,,GEA Farm Technologies Osorno Ltda.,0.3423
4,weak_class,EXP-15.1,Servicios Agronomicos,COMPRAS,000040052,000040052,BALANCEO NORMAL 16+ C.O.: 910,CRUZ Y CIA. LTDA,0.6147
4,weak_class,EXP-15.1,Servicios Agronomicos,COMPRAS,000150005,000150005,ALINEACION CAMIONETA Y/O SUV C.O.: 1382,CRUZ Y CIA. LTDA,0.5926
4,weak_class,EXP-15.1,Servicios Agronomicos,COMPRAS,000370001,000370001,CAMBIO DE PASTILLAS VEHIC. NORMAL C.O.: 910,CRUZ Y CIA. LTDA,0.5255
4,weak_class,EXP-15.1,Servicios Agronomicos,COMPRAS,galleta costa limon 140 grs,GALLETA COSTA LIMON 140 GRS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.6936
4,weak_class,EXP-15.1,Servicios Agronomicos,COMPRAS,galleta costa tuareg coco 120 grs,GALLETA COSTA TUAREG COCO 120 GRS,,COMERCIAL AMAR HNOS. Y CIA. LTDA,0.6778
4,weak_class,EXP-4.3,Bolos Heno,COMPRAS,valvula de bola hi itali 1,"VALVULA DE BOLA HI ITALI 1""",,COMERCIAL CLIMENT SPA,0.6255
4,weak_class,EXP-5.1,Concentrado Vacas,COMPRAS,asado del carnicero nac v jumbo kg porc,ASADO DEL CARNICERO NAC V JUMBO KG PORC,,CENCOSUD RETAIL S.A.,0.3507
4,weak_class,EXP-5.1,Concentrado Vacas,COMPRAS,azucar 1kg,AZUCAR 1KG,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.1487
4,weak_class,EXP-5.1,Concentrado Vacas,COMPRAS,clavo volcanita kg,CLAVO VOLCANITA KG -@,CLAVO VOLCANITA KG -@,DORIS IVONNE CASTILLO KANTER,0.2066
4,weak_class,EXP-5.1,Concentrado Vacas,COMPRAS,galleta costa fiesta chocochips 125 g,GALLETA COSTA FIESTA CHOCOCHIPS 125 G,,CENCOSUD RETAIL S.A.,0.1187
4,weak_class,EXP-5.1,Concentrado Vacas,COMPRAS,palanca arg v env loval kg,PALANCA ARG V ENV. LOVAL. KG,,CENCOSUD RETAIL S.A.,0.2438
3,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,guante superv cabritl c forro,GUANTE SUPERV CABRITL C/FORRO,,SODIMAC S.A.,0.5658
3,client_examples_conflict_with_glove_taxonomy,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,guante cabritilla sin forro tipo a,GUANTE CABRITILLA SIN FORRO TIPO A,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,0.6886
3,generic_item_name_requires_review,ADM-1.4,Movilizacion,COMPRAS,item,Item,FILTRO TRANSMISION ** Oferta **,SALINAS Y FABRES S.A.,0.2616
3,generic_item_name_requires_review,EXP-14.1,Mantencion Caminos,COMPRAS,traslado,TRASLADO,,TRANSPORTES OJEDA SPA,0.7746
3,generic_item_name_requires_review,EXP-7.0,AGROQUIMICOS,COMPRAS,item,Item,FILTRO DE AIRE ** Oferta **,SALINAS Y FABRES S.A.,0.2208
3,irrigation_context_conflicts_with_prediction,EXP-15.5,Servicios Agricolas,COMPRAS,riego de purin,RIEGO DE PURIN,,AGRÍCOLA J-S-E LIMITADA,0.1837
3,liquidacion_dte43_requires_client_category,EXP-4.3,Bolos Heno,COMPRAS,vaquilla gorda,VAQUILLA GORDA,YERS/2/4OT C EXP,Tattersall Ganado S.A.,0.5821
3,low_confidence,ADM-1.4,Movilizacion,COMPRAS,archivador oficio ancho burdeo auca,ARCHIVADOR OFICIO ANCHO BURDEO AUCA,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.1699
3,low_confidence,ADM-1.4,Movilizacion,COMPRAS,marcador perman artel p redonda 50 negro,MARCADOR PERMAN.ARTEL P.REDONDA 50 NEGRO,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2565
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,93 s p,93 S/P,,COMERCIALIZADORA CARTIZ SPA,0.2389
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,abrazadera c perno t 514 84 90,ABRAZADERA C/PERNO T-514 (84-90),,COMERCIAL CLIMENT SPA,0.37
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,abrazadera crem 1 21 38,"ABRAZADERA CREM. 1"" (21-38)",,COMERCIAL CLIMENT SPA,0.2413
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,abrazadera crem 2 40 64,"ABRAZADERA CREM. 2"" (40-64)",,COMERCIAL CLIMENT SPA,0.241
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,abrazadera manguera 1 pulg 19mm a 38mm ab 12,ABRAZADERA MANGUERA 1 PULG 19MM A 38MM AB-12 -@,ABRAZADERA MANGUERA 1 PULG 19MM A 38MM AB-12 -@,DORIS IVONNE CASTILLO KANTER,0.3003
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,aceite cadena motosierra lubrichile 5 lts,ACEITE CADENA MOTOSIERRA LUBRICHILE 5 LTS-@,ACEITE CADENA MOTOSIERRA LUBRICHILE 5 LTS-@,DORIS IVONNE CASTILLO KANTER,0.2789
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,brocha condecora 3,BROCHA CONDECORA 3 -@,BROCHA CONDECORA 3 -@,DORIS IVONNE CASTILLO KANTER,0.339
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,carbolineo dynaleum 3 8 lt galon dynal,CARBOLINEO DYNALEUM 3.8 LT GALON DYNAL -@,CARBOLINEO DYNALEUM 3.8 LT GALON DYNAL -@,DORIS IVONNE CASTILLO KANTER,0.2265
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,carbolineo galon 5 lt mohican,CARBOLINEO GALON 5 LT MOHICAN -@,CARBOLINEO GALON 5 LT MOHICAN -@,DORIS IVONNE CASTILLO KANTER,0.2692
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,cerrojo candado 10p horizontal verde mutel,CERROJO CANDADO 10P HORIZONTAL VERDE MUTEL -@,CERROJO CANDADO 10P HORIZONTAL VERDE MUTEL -@,DORIS IVONNE CASTILLO KANTER,0.2895
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,codo 20 mm cem,-CODO 20 MM CEM -@,-CODO 20 MM CEM -@,DORIS IVONNE CASTILLO KANTER,0.3475
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,esmalte al agua acryfol blanco galon algifol,ESMALTE AL AGUA ACRYFOL BLANCO GALON ALGIFOL -@,ESMALTE AL AGUA ACRYFOL BLANCO GALON ALGIFOL -@,DORIS IVONNE CASTILLO KANTER,0.1163
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,hdpe tee 25mm,HDPE-TEE 25MM -@,HDPE-TEE 25MM -@,DORIS IVONNE CASTILLO KANTER,0.2317
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,hdpe tee compresion 63mm,HDPE-TEE COMPRESION 63MM -@,HDPE-TEE COMPRESION 63MM -@,DORIS IVONNE CASTILLO KANTER,0.1719
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,hdpe terminal he 50mm x 1 1 2 compresion,HDPE-TERMINAL HE 50MM X 1 1 2 COMPRESION -@,HDPE-TERMINAL HE 50MM X 1 1 2 COMPRESION -@,DORIS IVONNE CASTILLO KANTER,0.238
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,hdpe terminal hi 63mm x 2 compresion,HDPE-TERMINAL HI 63MM X 2 COMPRESION -@,HDPE-TERMINAL HI 63MM X 2 COMPRESION -@,DORIS IVONNE CASTILLO KANTER,0.1619
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,internit 6mm 1 20 x 2 40,INTERNIT 6MM 1 20 X 2.40 -@,INTERNIT 6MM 1 20 X 2.40 -@,DORIS IVONNE CASTILLO KANTER,0.3211
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,lija fierro grano 100,LIJA FIERRO GRANO 100 -@,LIJA FIERRO GRANO 100 -@,DORIS IVONNE CASTILLO KANTER,0.1941
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,lija fierro grano 80,LIJA FIERRO GRANO 80 -@,LIJA FIERRO GRANO 80 -@,DORIS IVONNE CASTILLO KANTER,0.2742
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,manguera espiralada amarilla 3,MANGUERA ESPIRALADA AMARILLA 3 -@,MANGUERA ESPIRALADA AMARILLA 3 -@,DORIS IVONNE CASTILLO KANTER,0.3238
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,policarbonato ondulado 0 81 x 3 00 mts,POLICARBONATO ONDULADO 0 81 X 3.00 MTS -@,POLICARBONATO ONDULADO 0 81 X 3.00 MTS -@,DORIS IVONNE CASTILLO KANTER,0.1997
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,servicios,SERVICIOS,SUMINISTRO TUBOS 380 MM,GEO PARTNER SPA,0.2863
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,soporte policarbonato transparente,SOPORTE POLICARBONATO TRANSPARENTE -@,SOPORTE POLICARBONATO TRANSPARENTE -@,DORIS IVONNE CASTILLO KANTER,0.2031
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,tirafondo 3 8 x 3,TIRAFONDO 3 8 X 3 -@,TIRAFONDO 3 8 X 3 -@,DORIS IVONNE CASTILLO KANTER,0.1867
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,tyveck rollo 75 m2,TYVECK ROLLO 75 M2 -@,TYVECK ROLLO 75 M2 -@,DORIS IVONNE CASTILLO KANTER,0.2665
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,union hdpe 32 x 1he,UNION HDPE 32 X 1HE,,COMERCIAL CLIMENT SPA,0.1784
3,low_confidence,ADM-1.5,Colacion y Alojamiento,COMPRAS,valvula compacta hi 1,VALVULA COMPACTA HI 1 -@,VALVULA COMPACTA HI 1 -@,DORIS IVONNE CASTILLO KANTER,0.4005
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,aq tubo bajada x 3 metros acq tigre,AQ-TUBO BAJADA X 3 METROS -ACQ-TIGRE -@,AQ-TUBO BAJADA X 3 METROS -ACQ-TIGRE -@,DORIS IVONNE CASTILLO KANTER,0.2097
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,codo pvc sanit gris 40mm x 90,CODO PVC-SANIT.GRIS 40MM X 90§,,COMERCIAL CLIMENT SPA,0.2522
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,limpiapisos lavanda 10l kleine,LIMPIAPISOS LAVANDA 10L KLEINE,,SODIMAC S.A.,0.6189
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,papel higienico f c dh 50mt 8un,PAPEL HIGIENICO F C DH 50MT 8UN,,CENCOSUD RETAIL S.A.,0.2934
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,pintura spray fil rojo rojo,PINTURA SPRAY FIL ROJO -_ROJO___,_ROJO___,FEROSOR AGRICOLA S.A.,0.1938
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,recarga extintores,RECARGA EXTINTORES,RECARGA EXTINTOR PQS DE 04 KG AL 90%,COMERCIAL V&P LIMITADA,0.1498
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,sixpack cola,SIXPACK COLA,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.1658
3,low_confidence,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,vaso termico drop it 240cc 20un,VASO TERMICO DROP IT 240CC 20UN,,CENCOSUD RETAIL S.A.,0.4444
3,low_confidence,ADM-1.7,Otros Gastos Administracion,COMPRAS,nota debito x intereses,NOTA DEBITO X INTERESES,,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,0.5712
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,aceite bombas rpl 1 l omega fluid m220,ACEITE BOMBAS RPL 1 L.OMEGA FLUID M220,,GEA Farm Technologies Osorno Ltda.,0.5258
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,filtro leche 60 mm 455 370 un,FILTRO LECHE 60 MM * 455 - 370 UN,,GEA Farm Technologies Osorno Ltda.,0.5747
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,juego de servicio juego de ordeno c var classic 300 w o,JUEGO DE SERVICIO-JUEGO DE ORDENO(C) VAR CLASSIC 300 W/O,,GEA Farm Technologies Osorno Ltda.,0.5066
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,juego pezoneras monoblock,JUEGO PEZONERAS MONOBLOCK,,HGS DAIRY SOLUTIONS SPA,0.5937
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,kit pulsador 1500 h pulsador apex m,Kit pulsador / 1500 h Pulsador Apex M,,GEA Farm Technologies Osorno Ltda.,0.4514
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,push button n c contact orange button,PUSH BUTTON N/C CONTACT ORANGE BUTTON,,GEA Farm Technologies Osorno Ltda.,0.5157
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,reparacion de equipos de refrigeracion en terreno,REPARACION DE EQUIPOS DE REFRIGERACION EN TERRENO,,SOCIEDAD COMERCIAL SERLAC CHILE S.A.,0.2855
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,repuestos mantencion estanque predial,REPUESTOS MANTENCION ESTANQUE PREDIAL,REPUESTOS MANTENCION ESTANQUE PREDIAL,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.3969
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,tubo corto leche colec 300 c c,TUBO CORTO LECHE COLEC. 300 C.C.,,GEA Farm Technologies Osorno Ltda.,0.5028
3,low_confidence,EXP-10.1,Mantencion Sala,COMPRAS,tubo corto vacio westfalia,TUBO CORTO VACIO WESTFALIA,,GEA Farm Technologies Osorno Ltda.,0.4555
3,low_confidence,EXP-12.2,Analisis Animales,COMPRAS,k l union americana 40 mm,K-L UNION AMERICANA 40 MM,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.4328
3,low_confidence,EXP-12.2,Analisis Animales,COMPRAS,leucosis elisa suero 10,LEUCOSIS ELISA SUERO >10,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.3679
3,low_confidence,EXP-12.2,Analisis Animales,COMPRAS,movilizacion omec,MOVILIZACION OMEC,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.4472
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,,...,"All in One Lenovo Intel Pentium 8505 23,8"" 8GB 256GB SSD Windows 11 Blanco 24IAP7",PERSONAL COMPUTER FACTORY S.A.,0.2853
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,cadena r super 3 8 1 6 eslabon,CADENA R SUPER 3 8 1 6 ESLABON,CADENA R SUPER 3 8 1 6 ESLABON,INVERSIONES DEL RANCO LIMITADA,0.1483
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,galleta costa donuts choc blanco 100g,GALLETA COSTA DONUTS CHOC BLANCO 100G,,CENCOSUD RETAIL S.A.,0.157
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,materiales,MATERIALES,MATERIALES,LIDIA ANGELICA SANHUEZA FUENTES,0.7419
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,pan marraqueta santa isabel pp kg,PAN MARRAQUETA SANTA ISABEL PP KG,,CENCOSUD RETAIL S.A.,0.4527
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,plumon pizarra azul p redonda artel mp 70 d,PLUMON PIZARRA AZUL P.REDONDA ARTEL MP 70-D,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2488
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,plumon pizarra negro p redonda artel mp 70 d,PLUMON PIZARRA NEGRO P.REDONDA ARTEL MP 70-D,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2603
3,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,reten masa rf 11 13,RETEN MASA RF 11/13,RETEN MASA RF 11/13,GALLAGHER CHILE SPA,0.5263
3,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,blm,Blm,Blm,DISTRIBUIDORA COMERCIAL P Y G LIMITADA,0.536
3,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,corte de limpieza,CORTE DE LIMPIEZA,,AGRÍCOLA J-S-E LIMITADA,0.2781
3,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,hora mini retro,HORA MINI RETRO,,SOC COMERCIAL NAHUM CORREA LTDA,0.4025
3,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,clavo terrano 11 2 1 0kg cun06,"CLAVO TERRANO 11/2 1,0KG.CUN06",,SODIMAC S.A.,0.472
3,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,manguera mallaflex jardin 1 2 5 mt,"MANGUERA MALLAFLEX JARDIN 1/2""(5 MT)","MANGUERA MALLAFLEX JARDIN 1/2""(5 MT)",COMERCIAL HARCHA SPA,0.6075
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,clavo techo doble sello 2 1 2 x 8 bolsa 100 u met,"CLAVO TECHO DOBLE SELLO 2,1/2"" X 8 (BOLSA 100 U) MET",,COMERCIAL CLIMENT SPA,0.223
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,disco de corte hemic 7 180 x 1 6 x 22 23mm,DISCO DE CORTE HEMIC 7 (180 X 1.6 X 22.23MM) -@,DISCO DE CORTE HEMIC 7 (180 X 1.6 X 22.23MM) -@,DORIS IVONNE CASTILLO KANTER,0.1882
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,g1 golilla plana 3 8,G1 GOLILLA PLANA 3 8 -@,G1 GOLILLA PLANA 3 8 -@,DORIS IVONNE CASTILLO KANTER,0.1736
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,galleta mant,GALLETA MANT,UN 0003@@Lleve N x $#D#276,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.205
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,hdpe codo 32mm pn16,HDPE-CODO 32MM - PN16 -@,HDPE-CODO 32MM - PN16 -@,DORIS IVONNE CASTILLO KANTER,0.5907
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,hn hilo esparrago negro 3 8,HN HILO ESPARRAGO NEGRO -3 8 -@,HN HILO ESPARRAGO NEGRO -3 8 -@,DORIS IVONNE CASTILLO KANTER,0.2292
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,n tira pvc sanitario gris 40 mm x 6mts,Ñ-TIRA PVC SANITARIO GRIS 40 MM X 6MTS -@,Ñ-TIRA PVC SANITARIO GRIS 40 MM X 6MTS -@,DORIS IVONNE CASTILLO KANTER,0.3747
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,platemeter gear electronic fwg,Platemeter Gear-Electronic-FWG,Platemeter Gear-Electronic-FWG,GALLAGHER CHILE SPA,0.1809
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,tee pvc sanit gris 110 x 40mm,TEE PVC-SANIT.GRIS 110 X 40MM,,COMERCIAL CLIMENT SPA,0.3032
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,tubo termofusion pn 20 20mm x 6 mt,TUBO TERMOFUSION PN 20 20MM X 6 MT,,COMERCIAL CLIMENT SPA,0.3137
3,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,union hdpe 50 x 1 1 2he,"UNION HDPE 50 X 1,1/2HE",,COMERCIAL CLIMENT SPA,0.1581
3,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,filtro combustible wk 8194,FILTRO COMBUSTIBLE WK-8194,,REPUESTOS BHC SPA,0.2667
3,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,recarga extintor pqs,RECARGA EXTINTOR PQS,,EXTINT0RES ALFA VALDIVIA SPA,0.4764
3,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,trasl vacas prenadas,TRASL.VACAS PREÑADAS,DESDE BRAMADERO A MAITEN,LUIS ANTONIO TORRES JARAMILLO,0.1364
3,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de vaquillas,Traslado de vaquillas,desde Bramadero a El Maitén,JUAN ANGEL ANIBAL VERGARA OBANDO,0.4627
3,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,carro bebedero,Carro bebedero,Capacidad de 8.000L,DANIEL PATRICIO CASTRO ASCENCIO,0.2103
3,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,botin norseg ns586 pro cafe 41,BOTIN NORSEG NS586 PRO CAFÉ 41,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,0.714
3,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,botin norseg ns586 pro cafe 42,BOTIN NORSEG NS586 PRO CAFÉ 42,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,0.7009
3,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,bushing reduccion he hi 1 1 4 x 1,-BUSHING REDUCCION HE-HI 1 1 4 X 1 -@,-BUSHING REDUCCION HE-HI 1 1 4 X 1 -@,DORIS IVONNE CASTILLO KANTER,0.155
3,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,fu terminal he 1 2 x 20mm metalico pegar ppr,FU-TERMINAL HE 1 2 X 20MM METALICO PEGAR PPR -@,FU-TERMINAL HE 1 2 X 20MM METALICO PEGAR PPR -@,DORIS IVONNE CASTILLO KANTER,0.1567
