supplier,folio,item,amount,decision,source,top1_score,predicted,top3,accountant_categories,top1_matches_ledger,doc_has_single_account
TRANSPORTES BRAULIO ERARDO SAN MARTÍN HENRÍQUEZ E.I.R.L.,247,servicio,190000,review_required,model,0.3433,EXP-14.1,EXP-14.1|ADM-1.7|EXP-15.3,EXP-15.3,False,True
SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,439,RECURSOS HUMANOS,1224600,auto_accept,model,0.9578,ADM-1.10,ADM-1.10|EXP-14.1|EXP-15.3,ADM-1.10,True,True
INGRID MARION HERNANDEZ KANTER,15597,CORDEL,31932,review_required,model,0.463,EXP-14.2,EXP-14.2|EXP-13.1|EXP-8.3,EXP-10.4,False,True
INGRID MARION HERNANDEZ KANTER,15597,ARGOLLA,1680,review_required,model,0.1423,EXP-14.4,EXP-14.4|EXP-6.4|EXP-13.1,EXP-10.4,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614586,GASOLINA 93,55271,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
RENDIC HERMANOS S.A.,44839066,PAPEL HIG SENSACION DH FAVORITA 22MTX40,9655,review_required,model,0.7651,ADM-1.6,ADM-1.6|EXP-1.1|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,AZUCAR GRANULADA BLANCA IANSA 1.7 KG,6723,auto_accept,model,0.7678,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,"LIMPIADOR LIQUIDO POETT 4 LT, PRIMAVERA",5874,review_required,model,0.6413,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,"LIMPIADOR LIQUIDO POETT 4 LT, LAVANDA",11748,review_required,model,0.6305,EXP-1.1,EXP-1.1|ADM-1.6|EXP-6.4,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,TRAPERO P PISOS 50X57 SMART CLEAN UN,6723,review_required,model,0.5433,ADM-1.6,ADM-1.6|EXP-1.1|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,MANZANA PINK LADY BOLSA 1KG,3345,auto_accept,model,0.813,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,FRUTA COLACION BOLSA 1.5 KG,3681,review_required,model,0.7219,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,TE CEYLAN MILDRED 100 UN,2101,review_required,model,0.6836,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,CAFE INSTANTANEO GOLD 170 GR,20671,review_required,model,0.7484,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,MORTADELA JAMONADA RDA 100G,5882,review_required,model,0.7301,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,ESPONJA MULTIUSO ACANALADA VIRUTEX 4 UN,1647,review_required,model,0.6899,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,REC LAVALOZA LIMON SMART CLEAN 1.5 LT,8403,review_required,model,0.7257,ADM-1.6,ADM-1.6|EXP-1.1|ADM-1.5,ADM-1.6|EXP-1.1,True,False
RENDIC HERMANOS S.A.,44839066,PAN MOLDE BLANCO XL AMADA MASA 750 GR,6782,review_required,model,0.6807,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307733,PETROLEO DIESEL ULTRA,48237,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307333,GASOLINA 93,35263,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
HECTOR RAUL MANCILLA LOPEZ,2122,4 vacas Yutrteco a feria,120000,review_required,model,0.4476,EXP-15.2,EXP-15.2|AF-1.1|EXP-10.2,EXP-15.3,False,True
HECTOR RAUL MANCILLA LOPEZ,2122,Traslado 148 vacas desde.,480000,review_required,model,0.6579,EXP-15.3,EXP-15.3|EXP-10.2|EXP-15.2,EXP-15.3,True,True
COMERCIAL E INVERSIONES SERVICID LTDA.,26237,MECANICA,106400,review_required,model,0.1143,ADM-1.5,ADM-1.5|EXP-16.1|EXP-10.1,EXP-13.3,False,True
COMERCIAL E INVERSIONES SERVICID LTDA.,26237,REPUESTOS,106363,review_required,model,0.2502,EXP-15.3,EXP-15.3|EXP-10.1|EXP-14.1,EXP-13.3,False,True
COMERCIAL E INVERSIONES SERVICID LTDA.,26237,DEDUCIBLE,0,review_required,model,0.137,EXP-12.1,EXP-12.1|EXP-3.1|EXP-10.4,EXP-13.3,False,True
COMERCIAL E INVERSIONES SERVICID LTDA.,26237,SEGURO,1600,review_required,model,0.0962,EXP-14.4,EXP-14.4|ADM-1.5|EXP-14.1,EXP-13.3,False,True
HGS DAIRY SOLUTIONS SPA,27892,"PARTIDOR SUAVE PSE30-600-70, 400V 30A 15KW",892369,review_required,model,0.3433,EXP-10.1,EXP-10.1|EXP-10.4|EXP-14.4,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27892,"CONTACTOR 3 PLOLOS 52A, 24 A 60 VAC",502027,review_required,model,0.7158,AF-1.1,AF-1.1|EXP-15.2|EXP-14.4,EXP-10.1,False,True
HGS DAIRY SOLUTIONS SPA,27892,"RELE TEMPORIZADOR 0 05S-100H, MULTIFUNCION",104258,review_required,model,0.3933,EXP-10.1,EXP-10.1|EXP-10.4|EXP-10.3,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27892,INTERRUPTOR 3PX50A 6/10KA,70945,review_required,model,0.1627,EXP-10.1,EXP-10.1|EXP-10.3|EXP-10.4,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27892,SELECTOR COMPACTO ABB 1-0-2,13120,review_required,model,0.3119,EXP-10.4,EXP-10.4|EXP-10.1|EXP-14.4,EXP-10.1,False,True
HGS DAIRY SOLUTIONS SPA,27892,CAJA METAL 500X400X250MM,79792,review_required,model,0.3847,EXP-10.1,EXP-10.1|EXP-10.4|EXP-14.4,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27892,CELOSIA EMBUTIDA TERMOPLASTICA,55718,review_required,model,0.2669,EXP-10.1,EXP-10.1|EXP-14.4|EXP-10.4,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27892,SERVICIO INSTALACION Y PUESTA EN MARCHA,430992,review_required,model,0.3533,EXP-10.1,EXP-10.1|EXP-14.4|EXP-10.4,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27892,MATERIAL NACIONAL,38760,review_required,model,0.5558,EXP-10.1,EXP-10.1|EXP-10.3|EXP-14.4,EXP-10.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402831,Administracion del servicio,4280,auto_accept,meter_lookup,1,EXP-11.2,EXP-11.2,EXP-11.2,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402831,Electricidad consumida 403 KwH,76397,auto_accept,meter_lookup,1,EXP-11.2,EXP-11.2,EXP-11.2,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402831,Uso del sistema de transmision,5126,auto_accept,meter_lookup,1,EXP-11.2,EXP-11.2,EXP-11.2,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402831,Servicio publico,283,auto_accept,meter_lookup,1,EXP-11.2,EXP-11.2,EXP-11.2,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402831,(R.M.E.),3366,auto_accept,meter_lookup,1,EXP-11.2,EXP-11.2,EXP-11.2,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402831,Cargo fondo de estabilizacion ley 21.472,434,auto_accept,meter_lookup,1,EXP-11.2,EXP-11.2,EXP-11.2,True,True
DISTRIBUIDORA COMERCIAL P Y G LIMITADA,630179,Diesel,70476,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COMERCIAL COPIAPO LTDA,66534,STIHL CARBURADOR MS 210-250 NUEVO,45798,review_required,model,0.3031,EXP-13.1,EXP-13.1|EXP-13.3|EXP-16.2,EXP-13.1,True,True
COMERCIAL COPIAPO LTDA,66534,STIHL FILTRO MEZCLA ORIGINAL,3782,review_required,model,0.4329,EXP-2.6,EXP-2.6|EXP-16.1|EXP-2.2,EXP-13.1,False,True
COMERCIAL COPIAPO LTDA,66534,STIHL BUJIA NGK BPMR7A STIHL,4454,review_required,model,0.3297,EXP-13.1,EXP-13.1|EXP-2.2|EXP-16.2,EXP-13.1,True,True
COMERCIAL COPIAPO LTDA,66534,STIHL EMPAQ CARB CIL 021-023-025,1849,review_required,model,0.2563,EXP-13.1,EXP-13.1|EXP-2.2|EXP-2.6,EXP-13.1,True,True
COMERCIAL COPIAPO LTDA,66534,AA TALLER INSUMOS VARIOS,4202,review_required,model,0.1983,EXP-16.2,EXP-16.2|EXP-13.1|EXP-2.6,EXP-13.1,False,True
COMERCIAL COPIAPO LTDA,66534,MANO DE OBRA TALLER NORMAL,33613,review_required,model,0.1213,EXP-14.2,EXP-14.2|EXP-16.2|ADM-1.6,EXP-13.1,False,True
COMERCIAL COPIAPO LTDA,66534,FERRETERIA LIMA MOTOSIERRA 4 8 3 16 STIHL,2185,review_required,model,0.3704,EXP-16.2,EXP-16.2|ADM-1.6|AF-2.1,EXP-13.1,False,True
COMERCIAL COPIAPO LTDA,66534,STIHL CADENA P MICRO 3 8 1 3,17059,review_required,model,0.3003,EXP-13.1,EXP-13.1|EXP-14.2|EXP-14.4,EXP-13.1,True,True
COPEC S.A.,32206356,Fecha-Guía,0,review_required,model,0.555,EXP-10.4,EXP-10.4|EXP-13.3|EXP-14.1,ADM-1.4,False,True
COPEC S.A.,32206356,Total,0,review_required,model,0.848,EXP-11.4,EXP-11.4|ADM-1.4|EXP-11.5,ADM-1.4,False,True
COPEC S.A.,32206356,DETALLE,38692,review_required,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
DORIS IVONNE CASTILLO KANTER,262294,CEMENTO OFERTA ESPECIAL -@,8706,review_required,model,0.5724,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
COPEC S.A.,32174273,Fecha-Guía,0,review_required,model,0.5345,EXP-10.4,EXP-10.4|EXP-13.3|EXP-15.3,ADM-1.4,False,True
COPEC S.A.,32174273,Total,0,review_required,model,0.8277,EXP-11.4,EXP-11.4|ADM-1.4|EXP-11.5,ADM-1.4,False,True
COPEC S.A.,32174273,DETALLE,74168,review_required,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30363943,IVOMEC GOLD 500 CC,451974,auto_accept,product_lookup,1,EXP-2.5,EXP-2.5,EXP-2.5|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30363943,"AGUJA DESECHABLE 16G X 1/2""",21000,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-2.5|EXP-2.6,True,False
Comercial Climent SpA,66743,"CAMLOCK ACOPLE MACHO ESPIGA TIPO-E MANG. 3""",6059,review_required,model,0.458,EXP-14.4,EXP-14.4|EXP-14.3|EXP-9.2,EXP-14.3,False,True
Comercial Climent SpA,66743,"CAMLOCK ACOPLE HEMBRA ESPIGA TIPO-C MANG. 3""",25518,review_required,model,0.3787,EXP-14.4,EXP-14.4|EXP-14.3|EXP-9.2,EXP-14.3,False,True
SALINAS Y FABRES S.A.,5353258,Item,4977,review_required,model,0.2704,EXP-13.1,EXP-13.1|EXP-10.1|EXP-13.2,EXP-13.1,True,True
SALINAS Y FABRES S.A.,5353258,Item,24818,review_required,model,0.2375,AF-2.1,AF-2.1|EXP-13.1|EXP-13.2,EXP-13.1,False,True
IMPORTADORA SOMAGEL SPA,185458,CIALDE EXQUISIt GR 7 *150,100000,review_required,model,0.138,EXP-13.1,EXP-13.1|EXP-14.4|ADM-1.6,ADM-1.6,False,True
IMPORTADORA SOMAGEL SPA,185458,CAFFE EN GRANO EXQUISIT KG. 1,31053,review_required,model,0.2179,EXP-1.1,EXP-1.1|EXP-10.3|ADM-1.6,ADM-1.6,False,True
EASY RETAIL S.A.,38593703,SILLA BAR SPOT COOPER 44X44X101 NEGRO,55984,review_required,model,0.3741,ADM-1.6,ADM-1.6|ADM-1.5|EXP-13.3,EXP-16.2,False,True
SOC DE TRANSPORTES STEUER HOLMGREN Y COM,573771,Diesel,62636,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
SOC DE TRANSPORTES STEUER HOLMGREN Y COM,576265,Gasolina 93,111205,auto_accept,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307307,GASOLINA 93,47737,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30167973,LUBRICANTE OBSTETRICO 5L (SHOOF),20275,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-16.1|EXP-2.4|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30167973,TRAJE DESECHABLE TYVEK DUPONT XL,41700,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1|EXP-2.4|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30167973,SALFORT PASTOREO X 25 KG,222000,auto_accept,product_lookup,1,EXP-2.4,EXP-2.4,EXP-16.1|EXP-2.4|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30167973,TOALLA PAPEL INTERFOLIADA 320 UN,27135,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-16.1|EXP-2.4|EXP-2.6,True,False
GALLAGHER CHILE SPA,22192,PASADOR FINAL HIDRAULICO LEVANTE (2),62825,review_required,model,0.1696,EXP-14.4,EXP-14.4|AF-2.1|EXP-14.2,EXP-13.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307380,PETROLEO DIESEL ULTRA,41723,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
Tattersall Ganado S.A.,761674,TERNERO,486000,review_required,model,0.804,AF-1.1,AF-1.1|EXP-15.2|EXP-14.4,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,761674,TERNERO,2535320,review_required,model,0.437,AF-1.1,AF-1.1|EXP-14.4|ADM-1.6,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,761674,TERNERA,1923480,review_required,model,0.5979,AF-1.1,AF-1.1|EXP-14.4|EXP-15.2,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,761674,TERNERA,2165994,review_required,model,0.9157,AF-1.1,AF-1.1|EXP-15.2|ADM-1.2,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,761674,TERNERA,2474154,review_required,model,0.8333,AF-1.1,AF-1.1|EXP-15.2|EXP-14.4,"|?Impuestos, comisiones, multas",False,True
ADDVISE SPA,6200,Arriendo julio 26,627945,review_required,model,0.5688,EXP-15.5,EXP-15.5|ADM-1.3|ADM-2.3,ADM-1.3,False,True
Santander - Chile,56451121,PAGO ARRIENDO OPERACION:,608807,review_required,model,0.5074,EXP-14.1,EXP-14.1|EXP-15.4|EXP-15.8,|?DEUDAS LEASING LARGO PLAZO,False,True
Santander - Chile,56451121,LEASING 614747 JULIO 2026 CUOTA 13 DE 25,0,review_required,model,0.3965,ADM-2.3,ADM-2.3|EXP-14.1|EXP-13.1,|?DEUDAS LEASING LARGO PLAZO,False,True
CECILIA PATRICIA PACHECO ALVAREZ,140,SERVICIOS CON MAQUINARIA,10230000,review_required,model,0.1707,EXP-13.1,EXP-13.1|EXP-14.4|EXP-2.6,EXP-15.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,FU-TIRA PPR20 MM O FUSION 20MM -@,4117,review_required,model,0.7438,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,Ñ-1 METRO PVC SANITARIO GRIS 50 MM -@,753,auto_accept,model,0.7921,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,Ñ-CODO SANITARIO GRIS 40MM -@,280,review_required,model,0.732,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,VALVULA DE SEGURIDAD 1 2 HI HI 8 BAR -@,13510,auto_accept,model,0.7584,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,Ñ-CODO SANITARIO GRIS 75MM -@,879,review_required,model,0.7378,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,Ñ-REDUCCION GRIS 50 X 40 -@,309,review_required,model,0.5874,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,Ñ-REDUCCION GRIS 75 X50 -@,483,review_required,model,0.54,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,ADAPTADOR BI MANGUERA 3 4 Y 1 HI EDR 116114 -@,1740,review_required,model,0.3921,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,CONECTOR RAPIDO 3 4 SIMPLE EDR 116124 -@,2030,review_required,model,0.6569,EXP-14.3,EXP-14.3|EXP-14.2|EXP-14.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,FU-TERMINAL HE 1 2 X 20MM METALICO PEGAR PPR -@,1614,auto_accept,model,0.7854,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,Ñ-1 METRO PVC SANITARIO GRIS 40 MM -@,560,auto_accept,model,0.7952,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,FU-CODO 20MM PPR -@,155,auto_accept,model,0.7657,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,264574,TT- TORNILLO TURBO CABEZA TORX T-25 5 X 70MM ZINCADO -@,720,review_required,model,0.6323,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
FERIA GANADEROS OSORNO S.A.,193428,005 VACA(S) EXPORT. JER CAB - LOMO,2718800,review_required,model,0.9718,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,005 VACA(S) EXPORT. JER . LOMO,4070500,review_required,model,0.9734,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,004 VACA(S) EXPORT. CAB /\ LOMO,3123000,review_required,model,0.9697,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,004 VACA(S) EXPORT. NEG O LOMO,3400320,review_required,model,0.9688,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,001 VACA(S) EXPORT. BAY 14,1404620,review_required,model,0.974,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,004 VAQ(S) EXPORT. CAB COIP - LOMO,3000900,review_required,model,0.9508,AF-1.1,AF-1.1|EXP-15.2|ADM-1.2,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,001 VAQ(S) EXPORT. CAB 15,696150,review_required,model,0.9649,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
FERIA GANADEROS OSORNO S.A.,193428,004 VAQ(S) EXPORT. CAB O LOMO,2878040,review_required,model,0.9566,AF-1.1,AF-1.1|EXP-15.2|ADM-1.2,"|?Impuestos, comisiones, multas",False,True
Comercial Climent SpA,752821,"TEE PLAST.BCO.HI HI 1,1/4""",15807,review_required,model,0.6505,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,752821,"NIPLE PLAST.BCO.HE HE 1,1/4""",9261,review_required,model,0.6585,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,752821,"TEFLON MAESTRO 3/4""",814,review_required,model,0.6601,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,752821,"VALVULA DE BOLA PVC-HILO S/UNION 40MM = 1,1/4""",19455,auto_accept,model,0.7837,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,752821,UNION HDPE 32 X 1HE,6945,review_required,model,0.5188,EXP-14.3,EXP-14.3|EXP-10.4|EXP-14.4,EXP-14.3,True,True
CUMBRE CONSULTORES LTDA,361,Cobertura fotografica,300000,review_required,model,0.2796,EXP-4.1,EXP-4.1|ADM-1.6|EXP-14.4,ADM-1.7,False,True
CUMBRE CONSULTORES LTDA,361,Diseño de PPT,30000,review_required,model,0.1058,EXP-13.3,EXP-13.3|ADM-1.2|EXP-14.4,ADM-1.7,False,True
SODIMAC S.A.,148745110,VALVULA DE INFLADO 11GB71D,18479,review_required,model,0.1954,EXP-14.4,EXP-14.4|EXP-10.4|ADM-1.6,ADM-1.6|EXP-13.1|EXP-14.4,True,False
SODIMAC S.A.,148745110,BISAGRA LIN 38 2 PR ZINC 2 UN,1756,review_required,model,0.2081,ADM-1.6,ADM-1.6|EXP-10.4|EXP-14.4,ADM-1.6|EXP-13.1|EXP-14.4,True,False
SODIMAC S.A.,148745110,MANILLA CROMADA 5 PULG,1672,review_required,model,0.2423,EXP-16.2,EXP-16.2|ADM-1.6|EXP-8.4,ADM-1.6|EXP-13.1|EXP-14.4,False,False
SODIMAC S.A.,148745110,HERVIDOR UT-DUNKEL17P,12597,review_required,model,0.2117,EXP-10.4,EXP-10.4|EXP-16.2|ADM-1.6,ADM-1.6|EXP-13.1|EXP-14.4,False,False
SODIMAC S.A.,148745110,BASURERO TAPA VAIVEN GRIS 60L,12597,review_required,model,0.4993,EXP-14.4,EXP-14.4|EXP-16.2|EXP-10.4,ADM-1.6|EXP-13.1|EXP-14.4,True,False
SODIMAC S.A.,148745110,BOLSA BASUR 50X70 30L 10U NG,664,review_required,model,0.2314,EXP-16.2,EXP-16.2|EXP-14.4|ADM-1.6,ADM-1.6|EXP-13.1|EXP-14.4,False,False
SODIMAC S.A.,148745110,BOLSA BASU BIO 80X120 140L 10U,3353,review_required,model,0.2603,EXP-14.4,EXP-14.4|ADM-1.6|EXP-16.2,ADM-1.6|EXP-13.1|EXP-14.4,True,False
SODIMAC S.A.,148745110,PACK DOBLE ROLLOPERFIL P PDQ,5034,review_required,model,0.2868,EXP-14.4,EXP-14.4|EXP-16.2|EXP-10.4,ADM-1.6|EXP-13.1|EXP-14.4,True,False
Kaudat SpA,13564249,TRANSPORTE DE CARGA Y ENCOMIENDA: 274002306,7437,review_required,model,0.7069,ADM-1.7,ADM-1.7|EXP-14.1|EXP-15.3,ADM-1.7,True,True
Banco de Chile,48134909,COMISION MENSUAL PLAN CUENTA CORRIENTE ]PYME,20410,review_required,model,0.598,ADM-3.1,ADM-3.1|EXP-9.2|EXP-6.2,"|?Impuestos, comisiones, multas",False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30363576,PETROLEO DIESEL ULTRA,30052,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307582,PETROLEO DIESEL ULTRA,55477,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
Telefónica Móviles Chile S.A.,73530497,Cargo Fijo BAM,19927,review_required,model,0.821,ADM-1.2,ADM-1.2|EXP-14.1|EXP-12.1,ADM-1.2,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5319070,BUZO VETERINARIO 1 PIEZA TALLA 48 (L),69000,review_required,model,0.7099,EXP-16.1,EXP-16.1|EXP-2.6|EXP-16.2,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5319070,BUZO VETERINARIO 1 PIEZA TALLA 50 (XL),241500,review_required,model,0.7179,EXP-16.1,EXP-16.1|EXP-2.6|EXP-16.2,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5319070,BUZO VETERINARIO 1 PIEZA TALLA 52 (XXL),34500,review_required,model,0.7302,EXP-16.1,EXP-16.1|EXP-2.6|EXP-16.2,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5319070,PECHERA ORDENO AZUL 2150021187,340560,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
SODIMAC S.A.,148400140,SILLON PC RESP ALTO PU NG SILC,90748,review_required,model,0.3949,ADM-1.6,ADM-1.6|EXP-14.4|EXP-10.4,ADM-1.6,True,True
SODIMAC S.A.,148400140,FLETE VENTA INTERNET. FLECU,5874,review_required,model,0.5954,EXP-15.3,EXP-15.3|EXP-14.1|ADM-1.2,ADM-1.6,False,True
ESMAX RED LIMITADA,8990720,Aramco Gasolina 93,69160,review_required,model,0.536,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5330858,SERV TEC CHORE TIME INF 39806 39813,180000,review_required,model,0.2475,EXP-13.1,EXP-13.1|EXP-10.4|EXP-14.1,EXP-10.1,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5330858,CT 3261-10 REDUCTOR MOTOR,155666,review_required,model,0.6068,EXP-13.1,EXP-13.1|EXP-10.1|EXP-13.2,EXP-10.1,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5330858,CT 47870-10 ACOPLE MTR 108,68794,review_required,model,0.6705,EXP-13.1,EXP-13.1|EXP-14.2|EXP-2.6,EXP-10.1,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5330858,CT 47869-1 UNIDAD CONTROL,164694,auto_accept,model,0.9473,EXP-7.0,EXP-7.0|EXP-13.1|EXP-2.5,EXP-10.1,False,True
