PROVEEDOR,Cód de Material,Descripción,Un/Medida,CODIGO,CUENTA,SUBCUENTA,FACTURA,UPLOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600047,POMADRAG X 500 GRAMOS,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16772109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7059714,TAPON CIERRE PEZONERA 6201-5,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16772109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613419,EIMU MINT + 500 ML,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16772109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605886,LUBRICANTE OBSTETRICO 5L (SHOOF),ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16771715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603280,BOTA BEKINA STEPLITE PUNTA ACERO N° 41,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603281,BOTA BEKINA STEPLITE PUNTA ACERO N° 42,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7033987,OVEROLES GABARDINA TALLA XXL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16769963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603279,BOTA BEKINA STEPLITE PUNTA ACERO N° 40,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16769963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7051438,SULFATO DE COBRE X 25 KL.,BOL,,,,16769414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600713,BEBEDERO PLASTICO AUTOMATICO,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16769259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602699,RESFLOR X 100 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16768509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603282,BOTA BEKINA STEPLITE PUNTA ACERO N° 43,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16767946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606309,ANCLAJE 3 VIAS BLA 5UN (G64912),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16767693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7022365,MAMADERAS PARA TERNERO,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16767546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609331,FIT FORMULA GATO ADULTO X 10 KG,BOL,GASTOS EXPLOTACION,ALIMENTOS COMPRADOS,CONCENTRADO OTROS ANIMALES,16767546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603507,"MAMADERA SPEEDY FEEDER X 2,5 L (SHOOF)",UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16767546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601552,MANGAS PARA ORDEÑA MECANICA,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600400,AUTOC. ALLFLEX MED/D.S/E. AMARILLO,PAA,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7611298,DUPLOCILLINE X 100ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7052159,PLANIPART  FCO 50 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601546,HEMODRAG X 20 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7013641,LAZOS PARA PARTO,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7026778,LAPICES ALLFLEX,UN,,,OTROS GASTOS SALUD ANIMAL,16767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607583,PINTURA CELO TELL TAIL ROJO 1 LT,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16767077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600407,AUTOC. ALLFLEX GRAN/D.S/E. BLANCO,PAA,,,OTROS GASTOS SALUD ANIMAL,16767077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600401,AUTOC. ALLFLEX MED/D.S/E. BLANCO,PAA,,,OTROS GASTOS SALUD ANIMAL,16767077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613452,AUTOC. MEDIANO ZEETAGS ROJO,BOL,,,OTROS GASTOS SALUD ANIMAL,60057677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600411,AUTOC. ALLFLEX GRAN/D.S/E. ROJO,PAA,,,OTROS GASTOS SALUD ANIMAL,16766247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7055859,INVEADE INYECTABLE X 100 CC,FR,,,OTROS MEDICAMENTOS,16765809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7052701,"AGUJA DESECHABLE 18G X 1""",UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16765809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7058122,APLICADOR DIPPING S/RETORNO,UN,,,OTROS GASTOS SALUD ANIMAL,16765457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600315,OVEROLES GABARDINA TALLA M,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16765246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7028703,APLICADOR DIPPING HORIZONTAL,UN,,,OTROS GASTOS SALUD ANIMAL,16764862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7007587,HEMATON B12 INYECTABLE 100 ML,FR,,,OTROS MEDICAMENTOS,16764862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601895,BAT. YOKO NX120-7 L90AMP. 12 VOLT KOREA ,UN,,,MANTENCION MAQUINARIA,16763970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604371,"A. SPIRAX S4 TXM X 18,9 L (958955)",UN,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16763445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604263,BOTA BEKINA STEPLITE PUNTA ACERO N° 38,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,60057610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7020044,OVEROLES PILOTO POPLIN T 48 AZUL M,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,60057610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604261,BOTA BEKINA STEPLITE PUNTA ACERO N° 36,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16762694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600548,GUANTE CABRETILLA CON FORRO,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16760796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602645,DIIO ZEETAG FDX X 5 UN,CJ,,,OTROS GASTOS SALUD ANIMAL,16760691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603742,SOLUTION X 500 ML,ENV,,,OTROS MEDICAMENTOS,16760304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604408,BOTA BEKINA STEPLITE NORMAL N° 42,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16760130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71815  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16759436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 72162  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16759436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 72163  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16759436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 72183  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16759436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7025658,BICARBONATO DE SODIO X 25 KG,BOL,,,,16758436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605687,SALFORT ALTA BIOTINA X 25 KG,BOL,GASTOS EXPLOTACION,SALUD ANIMAL,SALES MINERALES,16757209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610470,AYUDA PARTOS ESTANDAR SHOOF 201006,DOS,,,OTROS GASTOS SALUD ANIMAL,16755970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604884,"MACHETE 18"" TRAMONTINA",UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16752691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7004715,"CAÑERIA NEGRA PN4 3/4""",M,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7058718,ESCOBILLA COLECTOR 988.801-01 ALFA/LAVAL,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16750473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607921,MANIJA AISLADA DOBLE PROP 20UN (G73830),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16749026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7006408,"MALLA CUADRADA 1,50 M. 5014",ROL,,,MANTENCION CERCOS,16748894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7041114,KARATE   1 LT.,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16746911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613746,ORBENIN X 36 JER,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,TERAPIAS SECADO,16745511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71334  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71335  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71336  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71339  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71617  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71694  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71726  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16744384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600004,REVERSA ANALISIS COOPERADO,UN,,,,23333821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7005215,ESCOBAS PLASTICAS 75,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16743810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7079960,GASOLINA 95,L,,,,18999498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610430,VACUNA LEPTOFERM 5 X 50 DOSIS,FR,GASTOS EXPLOTACION,SALUD ANIMAL,VACUNAS,60057259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613310,HANSEN REP VARILLA CORTA 202MM SUPER-FLO,UN,,,MANTENCION AGUA Y PURINES,16738179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602116,VACUNA VISION 8 X 50 DOSIS,FR,GASTOS EXPLOTACION,SALUD ANIMAL,VACUNAS,16735624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610560,BOTA BEKINA STEPLITEX SOLIDGRIP N° 42,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16735498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608886,INYECTOR PREMIUM 2 ML SHOOF 220097,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16735252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7006726,PALAS CARRILANA TRUPER,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16735006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7037524,PICOTA TRUPER 5 LB C/MANGO,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16735006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603581,AISLADOR POSTE MADERA C/SEGURO X 25 UN,BOL,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16732540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7011576,A. RIMULA R4 X 15W40 X 20 L (959430),BAL,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16731773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604163,"A. TELLUS S2 MX 68 X 18,9 L (964630)",ENV,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16731773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7025135,ALCOHOL X 1 LT.,ENV,,,OTROS GASTOS SALUD ANIMAL,16731723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603838,TERMOMETRO PLASTICO PARA SUELOS SHOOF,UN,,,OTROS GASTOS CAMPO,16731723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604127,PLUVIOMETRO RAIN MAXX SHOOF,UN,,,OTROS GASTOS CAMPO,16731723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7070530,A.MOBIL NUTO 68 X 19LTS,BAL,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16727874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70927  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71035  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71080  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71081  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71082  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 71083  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70374  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70563  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70564  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70701  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70746  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70912  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70914  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70917  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70919  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70921  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70922  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70926  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16726329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609580,RATAMIX PASTA X 500 GR (50 X 10 GR),ENV,,,OTROS GASTOS CAMPO,16724591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607691,SACOS PAPEROS 45 X 70 CM,UN,,,OTROS GASTOS CAMPO,16724212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604671,PLASTICO SILO 14 M 150 MIC,ROL,GASTOS EXPLOTACION,ALIMENTOS CONFECCIONADOS,ALIMENTOS CONFECCIONADOS,16723488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605414,ADBLUE GRANEL X L,L,GASTOS EXPLOTACION,,MANTENCION MAQUINARIA,18991683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602859,CUCHILLO DESPALMADOR DERECHO AESCULAP,UN,,,OTROS GASTOS SALUD ANIMAL,16721954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7612006,PECHERA REVERSIBLE CON LOGO COLUN,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16721954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604878,MAMYSIN - S X 20 JER,CJ,,,MEDICAMENTOS MASTITIS,16721923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605484,"EPRINEX POUR-ON X 2,5 L",ENV,,,OTROS MEDICAMENTOS,16721923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605006,"MANGUERA STAR GARDEN 3/4"" 5 BAR",M,,,MANTENCION AGUA Y PURINES,16720164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7006874,PITA SAQUERA NYLON,KG,,,OTROS GASTOS CAMPO,16717633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
